"state","violation_raw","violation","violation_clean"
"WY","DRIVER VEH INSPECTION RPT","DRIVER VEH INSPECTION RPT","Paperwork"
"WY","DRIVER'S LIC REQ'D FOR OPERATING OFF-RD RECREATION VEH ON P","DRIVER'S LIC REQ'D FOR OPERATING OFF-RD RECREATION VEH ON P","License"
"WY","DRIVER'S RECORD OF DUTY STATUS NOT CURRENT","DRIVER'S RECORD OF DUTY STATUS NOT CURRENT","Paperwork"
"WY","DRIVER'S VIEW OR CONTR OBSTRUCTED","DRIVER'S VIEW OR CONTR OBSTRUCTED","Equipment"
"WY","DUI ALCOHOL =TO> .08% - 1ST OFF W/IN 10 YRS","DUI ALCOHOL =TO> .08% - 1ST OFF W/IN 10 YRS","DUI"
"WY","DUI ALCOHOL =TO> .08% - 2ND OFF W/IN 10 YRS","DUI ALCOHOL =TO> .08% - 2ND OFF W/IN 10 YRS","DUI"
"WY","DUI ALCOHOL =TO> .08% - 3RD OFF W/IN 10 YRS","DUI ALCOHOL =TO> .08% - 3RD OFF W/IN 10 YRS","DUI"
"WY","DUI ALCOHOL =TO> .08% - 4TH + OFF W/IN 10 YRS","DUI ALCOHOL =TO> .08% - 4TH + OFF W/IN 10 YRS","DUI"
"WY","DUI ALCOHOL =TO> .08% W/IN 2 HRS OF DRIVING – 1ST OFF W/IN 1","DUI ALCOHOL =TO> .08% W/IN 2 HRS OF DRIVING – 1ST OFF W/IN 1","DUI"
"WY","DUI ALCOHOL =TO> .08% W/IN 2 HRS OF DRIVING – 2ND OFF W/IN 1","DUI ALCOHOL =TO> .08% W/IN 2 HRS OF DRIVING – 2ND OFF W/IN 1","DUI"
"WY","DUI ALCOHOL =TO> .08% W/IN 2 HRS OF DRIVING – 3RD OFF W/IN 1","DUI ALCOHOL =TO> .08% W/IN 2 HRS OF DRIVING – 3RD OFF W/IN 1","DUI"
"WY","DUI ALCOHOL =TO> .08% W/IN 2 HRS OF DRIVING – 4TH+ OFF W/IN","DUI ALCOHOL =TO> .08% W/IN 2 HRS OF DRIVING – 4TH+ OFF W/IN","DUI"
"WY","DUI COMBINATION OF ELEMENTS","DUI COMBINATION OF ELEMENTS","DUI"
"WY","DUI CONTROLLED SUBSTANCE","DUI CONTROLLED SUBSTANCE","DUI"
"WY","DUI WHICH RESULTS IN SERIOUS BODILY INJURY","DUI WHICH RESULTS IN SERIOUS BODILY INJURY","DUI"
"WY","DUI WITH BAC .08 OR GREATER WITHIN 2 HOURS OF STOP","DUI WITH BAC .08 OR GREATER WITHIN 2 HOURS OF STOP","DUI"
"WY","DUI WITH BAC .08 OR GREATER","DUI WITH BAC .08 OR GREATER","DUI"
"WY","DUI","DUI","DUI"
"WY","DUI- 4+ IN FIVE YEARS","DUI- 4+ IN FIVE YEARS","DUI"
"WY","DUI- SERIOUS BODILY INJURY -2ND OFFENSE","DUI- SERIOUS BODILY INJURY -2ND OFFENSE","DUI"
"WY","DUI/18 OR OLDR W/CHILD PASSNGR - 1ST OFF","DUI/18 OR OLDR W/CHILD PASSNGR - 1ST OFF","DUI"
"WY","DUI/18 OR OLDR W/CHILD PASSNGR - 2ND OFF","DUI/18 OR OLDR W/CHILD PASSNGR - 2ND OFF","DUI"
"WY","DUI: ALCOHOL & CONT SUB COMBO - 1ST OFF W/IN 10 YRS","DUI: ALCOHOL & CONT SUB COMBO - 1ST OFF W/IN 10 YRS","DUI"
"WY","DUI: ALCOHOL & CONT SUB COMBO - 2ND OFF W/IN 10 YRS","DUI: ALCOHOL & CONT SUB COMBO - 2ND OFF W/IN 10 YRS","DUI"
"WY","DUI: ALCOHOL & CONT SUB COMBO - 3RD OFF W/IN 10 YRS","DUI: ALCOHOL & CONT SUB COMBO - 3RD OFF W/IN 10 YRS","DUI"
"WY","DUI: ALCOHOL & CONT SUB COMBO - 4TH+ OFF W/IN 10 YRS","DUI: ALCOHOL & CONT SUB COMBO - 4TH+ OFF W/IN 10 YRS","DUI"
"WY","DUI: ALCOHOL - 1ST OFF W/IN 10 YRS","DUI: ALCOHOL - 1ST OFF W/IN 10 YRS","DUI"
"WY","DUI: ALCOHOL - 2ND OFF W/IN 10 YRS","DUI: ALCOHOL - 2ND OFF W/IN 10 YRS","DUI"
"WY","DUI: ALCOHOL - 3RD OFF W/IN 10 YRS","DUI: ALCOHOL - 3RD OFF W/IN 10 YRS","DUI"
"WY","DUI: ALCOHOL - 4TH+ OFF W/IN 10 YRS","DUI: ALCOHOL - 4TH+ OFF W/IN 10 YRS","DUI"
"WY","DUI: ALCOHOL 0.08% OR MORE","DUI: ALCOHOL 0.08% OR MORE","DUI"
"WY","DUI: ALCOHOL >.05%<.08% TO DEGREE RENDERING UNSAFE TO DRIVE","DUI: ALCOHOL >.05%<.08% TO DEGREE RENDERING UNSAFE TO DRIVE","DUI"
"WY","DUI: CONT SUB - 1ST OFF W/IN 10 YRS","DUI: CONT SUB - 1ST OFF W/IN 10 YRS","DUI"
"WY","DUI: CONT SUB - 3RD OFF W/IN 10 YRS","DUI: CONT SUB - 3RD OFF W/IN 10 YRS","DUI"
"WY","DUI: CONT SUB - 4TH+ OFF W/IN 10 YRS","DUI: CONT SUB - 4TH+ OFF W/IN 10 YRS","DUI"
"WY","DUTY STATUS: SHIP. DOC NO OR SHIPPER NAME & COMMODITY REQ`D","DUTY STATUS: SHIP. DOC NO OR SHIPPER NAME & COMMODITY REQ`D","Paperwork"
"WY","DUTY TO GIVE INFO & RENDER AID","DUTY TO GIVE INFO & RENDER AID","Other"
"WY","DUTY TO GIVE INFORMATION AND RENDER AID","DUTY TO GIVE INFORMATION AND RENDER AID","Other"
"WY","DYED FUEL","DYED FUEL","Equipment"
"WY","ELECTRIC FLASHING TURN SIGNAL LAMPS","ELECTRIC FLASHING TURN SIGNAL LAMPS","Lights"
"WY","EMERGENCY PHONE NO. NOT LISTED","EMERGENCY PHONE NO. NOT LISTED","Paperwork"
"WY","EMPLOYER: ALLOW DRIVER W/O CDL TO DRIVE","EMPLOYER: ALLOW DRIVER W/O CDL TO DRIVE","Other"
"WY","ENDANGER CHILD - 1ST OFFENSE","ENDANGER CHILD - 1ST OFFENSE","Other"
"WY","ENDANGER CHILD","ENDANGER CHILD","Other"
"WY","ENGINE EQUIPPED TO PREVENT FUMES & SMOKING","ENGINE EQUIPPED TO PREVENT FUMES & SMOKING","Equipment"
"WY","ESCAPE FROM OFFICIAL DETENTION","ESCAPE FROM OFFICIAL DETENTION","Other"
"WY","ESCAPE: ARREST OR CHARGE FOR CRIME","ESCAPE: ARREST OR CHARGE FOR CRIME","Other"
"WY","EXCEED 20 MPH IN SCHOOL ZONE (1-5 MPH OVER)","EXCEED 20 MPH IN SCHOOL ZONE (1-5 MPH OVER)","Speeding"
"WY","EXCEED 20 MPH IN SCHOOL ZONE (6+ MPH over)","EXCEED 20 MPH IN SCHOOL ZONE (6+ MPH over)","Speeding"
"WY","EXCEED 20 MPH IN SCHOOL ZONE (SPEED)","EXCEED 20 MPH IN SCHOOL ZONE (SPEED)","Speeding"
"WY","EXCEED 20 MPH/SCHOOL ZONE - 2ND+ OFF W/IN 1 YR","EXCEED 20 MPH/SCHOOL ZONE - 2ND+ OFF W/IN 1 YR","Speeding"
"WY","EXCEED 30 MPH IN URBAN DISTRICT (SPEED)","EXCEED 30 MPH IN URBAN DISTRICT (SPEED)","Speeding"
"WY","EXCEED 30 MPH IN URBAN DISTRICT","EXCEED 30 MPH IN URBAN DISTRICT","Speeding"
"WY","EXCEED 65 MPH ON PRMRY/SCNDRY (1-5 MPH OVER) HWY","EXCEED 65 MPH ON PRMRY/SCNDRY (1-5 MPH OVER) HWY","Speeding"
"WY","EXCEED 65 MPH ON PRMRY/SCNDRY (6+ MPH OVER) HWY","EXCEED 65 MPH ON PRMRY/SCNDRY (6+ MPH OVER) HWY","Speeding"
"WY","EXCEED 65 MPH ON PRMRY/SCNDRY HWY (SPEED)","EXCEED 65 MPH ON PRMRY/SCNDRY HWY (SPEED)","Speeding"
"WY","EXCEED 75 MPH ON INTERSTATE (1-5 MPH OVER)","EXCEED 75 MPH ON INTERSTATE (1-5 MPH OVER)","Safe movement"
"WY","EXCEED 75 MPH ON INTERSTATE (6+ MPH OVER)","EXCEED 75 MPH ON INTERSTATE (6+ MPH OVER)","Speeding"
"WY","EXCEED 75 MPH ON INTERSTATE (SPEED)","EXCEED 75 MPH ON INTERSTATE (SPEED)","Speeding"
"WY","EXCEED POSTED SPEED IN CONSTRUCTION ZONE","EXCEED POSTED SPEED IN CONSTRUCTION ZONE","Speeding"
"WY","EXCEED POSTED SPEED IN SUPERINTENDENT ZONE","EXCEED POSTED SPEED IN SUPERINTENDENT ZONE","Speeding"
"WY","EXCEED WORKING LOAD LIMIT FOR TIEDOWNS","EXCEED WORKING LOAD LIMIT FOR TIEDOWNS","Truck"
"WY","EXCESSIVE OIL LEAKS","EXCESSIVE OIL LEAKS","Equipment"
"WY","EXCESSIVE STEERING WHEEL LASH","EXCESSIVE STEERING WHEEL LASH","Other"
"WY","EXHAUST LEAK UND TRUCK CAB &/OR SLEEPER","EXHAUST LEAK UND TRUCK CAB &/OR SLEEPER","Equipment"
"WY","EXHAUST SYSTEM LOCATION","EXHAUST SYSTEM LOCATION","Equipment"
"WY","EXHAUST SYSTEM NOT SECURELY FASTENED","EXHAUST SYSTEM NOT SECURELY FASTENED","Equipment"
"WY","EXHIBIT ACCELERATION","EXHIBIT ACCELERATION","Other"
"WY","EXHIBIT ACCELERATION/SPEED CONTEST/EXHIBIT SPEED/AID OR ABET","EXHIBIT ACCELERATION/SPEED CONTEST/EXHIBIT SPEED/AID OR ABET","Safe movement"
"WY","EXHIBIT SPEED","EXHIBIT SPEED","Speeding"
"WY","EXPIRED MEDICAL EXAMINER'S CERT","EXPIRED MEDICAL EXAMINER'S CERT","Paperwork"
"WY","EXPIRED TEMP LIC PERMITS AS DEFINED IN W.S. 31-2-211(c)","EXPIRED TEMP LIC PERMITS AS DEFINED IN W.S. 31-2-211(c)","Paperwork"
"WY","EXPIRED TEMP LIC PERMITS","EXPIRED TEMP LIC PERMITS","Registration/plates"
"WY","EXPIRED TEMP REGIS","EXPIRED TEMP REGIS","Registration/plates"
"WY","EXPIRED TEMP REGISTRATION","EXPIRED TEMP REGISTRATION","Registration/plates"
"WY","EXPIRED/IMPROPER REGISTRATION","EXPIRED/IMPROPER REGISTRATION","Registration/plates"
"WY","EXTRADITION - SURRENDER ACCUSED W/O HEARING","EXTRADITION - SURRENDER ACCUSED W/O HEARING","Other"
"WY","FAIL TO APPEAR (FTA) FOR MUST APPEAR OFFENSES OR FORFEITA","FAIL TO APPEAR (FTA) FOR MUST APPEAR OFFENSES OR FORFEITA","Other"
"WY","FAIL TO APPEAR (FTA)","FAIL TO APPEAR (FTA)","Other"
"WY","FAIL TO APPLY FOR DUPLICATE LIC","FAIL TO APPLY FOR DUPLICATE LIC","License"
"WY","FAIL TO COMPLY W/ FMCSR","FAIL TO COMPLY W/ FMCSR","Paperwork"
"WY","FAIL TO COMPLY W/ HM REGS","FAIL TO COMPLY W/ HM REGS","Paperwork"
"WY","FAIL TO DISPLAY LIC PLATES OR PERMITS AS REQ'D","FAIL TO DISPLAY LIC PLATES OR PERMITS AS REQ'D","Registration/plates"
"WY","FAIL TO DISPLAY LIC PLATES OR PERMITS AS REQ`D","FAIL TO DISPLAY LIC PLATES OR PERMITS AS REQ`D","Registration/plates"
"WY","FAIL TO DISPLAY LICENSE PLATES","FAIL TO DISPLAY LICENSE PLATES","Registration/plates"
"WY","FAIL TO EQUIP VEH; PREVENT RESERVOIR AIR/VACUUM LEAK","FAIL TO EQUIP VEH; PREVENT RESERVOIR AIR/VACUUM LEAK","Equipment"
"WY","FAIL TO EXHIBIT INSPECTION CERT (DRIVER)","FAIL TO EXHIBIT INSPECTION CERT (DRIVER)","Paperwork"
"WY","FAIL TO EXHIBIT INSPECTION CERT","FAIL TO EXHIBIT INSPECTION CERT","Paperwork"
"WY","FAIL TO INSPECT, USE EMERGENCY EQUIPMT","FAIL TO INSPECT, USE EMERGENCY EQUIPMT","Equipment"
"WY","FAIL TO MEET MIN TIEDOWN REQMTS","FAIL TO MEET MIN TIEDOWN REQMTS","Equipment"
"WY","FAIL TO NOTIFY DOT OF CONVICTION","FAIL TO NOTIFY DOT OF CONVICTION","Other"
"WY","FAIL TO OBSERVE SIGNS & CLOSED MARKERS","FAIL TO OBSERVE SIGNS & CLOSED MARKERS","Safe movement"
"WY","FAIL TO OBSERVE SIGNS & CLOSED MRKERS","FAIL TO OBSERVE SIGNS & CLOSED MRKERS","Stop sign/light"
"WY","FAIL TO OBTAIN SINGLE TRIP PERMIT","FAIL TO OBTAIN SINGLE TRIP PERMIT","Paperwork"
"WY","FAIL TO OBTAIN WY COMM DL AFTER 30 DAYS IN STATE","FAIL TO OBTAIN WY COMM DL AFTER 30 DAYS IN STATE","License"
"WY","FAIL TO OBTAIN WY DL AFTER 1 YR IN STATE","FAIL TO OBTAIN WY DL AFTER 1 YR IN STATE","License"
"WY","FAIL TO PREVENT CARGO SHIFTING","FAIL TO PREVENT CARGO SHIFTING","Equipment"
"WY","FAIL TO PRODUCE AUTHORITY UPON DEMAND","FAIL TO PRODUCE AUTHORITY UPON DEMAND","Paperwork"
"WY","FAIL TO PROHIB SMOKING","FAIL TO PROHIB SMOKING","Other"
"WY","FAIL TO PROVIDE PLACARDS SHIPPER","FAIL TO PROVIDE PLACARDS SHIPPER","Paperwork"
"WY","FAIL TO PROVIDE PROOF OF LIABILITY INSUR","FAIL TO PROVIDE PROOF OF LIABILITY INSUR","Paperwork"
"WY","FAIL TO PROVIDE PROOF OF LIABILITY INSURANCE","FAIL TO PROVIDE PROOF OF LIABILITY INSURANCE","Paperwork"
"WY","FAIL TO REGIS AS SEX OFFENDER","FAIL TO REGIS AS SEX OFFENDER","Other"
"WY","FAIL TO REMIT SALES TAX; FRAUD","FAIL TO REMIT SALES TAX; FRAUD","Paperwork"
"WY","FAIL TO REPORT OVER $1,000 PROP DAMAGE OR INJURY","FAIL TO REPORT OVER $1,000 PROP DAMAGE OR INJURY","Other"
"WY","FAIL TO RETAIN RECORDS AS REQ'D","FAIL TO RETAIN RECORDS AS REQ'D","Paperwork"
"WY","FAIL TO RETAIN RECORDS AS REQUIRED","FAIL TO RETAIN RECORDS AS REQUIRED","Paperwork"
"WY","FAIL TO RPT OVER $1000 PROP DAMAGE OR INJURY","FAIL TO RPT OVER $1000 PROP DAMAGE OR INJURY","Other"
"WY","FAIL TO SECURE CARGO 393.100-393.106","FAIL TO SECURE CARGO 393.100-393.106","Equipment"
"WY","FAIL TO SECURE LOAD","FAIL TO SECURE LOAD","Equipment"
"WY","FAIL TO SECURE VEH EQUIPMT","FAIL TO SECURE VEH EQUIPMT","Equipment"
"WY","FAIL TO STOP AT POE/ FAIL TO PRODUCE AUTHORITY UPON DEMAND","FAIL TO STOP AT POE/ FAIL TO PRODUCE AUTHORITY UPON DEMAND","Other"
"WY","FAIL TO STOP AT PORT OF ENTRY","FAIL TO STOP AT PORT OF ENTRY","Stop sign/light"
"WY","FAIL TO TAG BIG OR TROPHY GAME ANIMAL","FAIL TO TAG BIG OR TROPHY GAME ANIMAL","Other"
"WY","FAIL TO USE CAUTION FOR HAZARDOUS CONDITION","FAIL TO USE CAUTION FOR HAZARDOUS CONDITION","Safe movement"
"WY","FAIL TO USE HAZARD WARNING FLASHERS","FAIL TO USE HAZARD WARNING FLASHERS","Lights"
"WY","FAIL TO USE OR IMPROPER PLACEMT OF WARNING DEVICES","FAIL TO USE OR IMPROPER PLACEMT OF WARNING DEVICES","Truck"
"WY","FAIL TO USE SEAT BELT WHILE OPERATING CMV","FAIL TO USE SEAT BELT WHILE OPERATING CMV","Seat belt"
"WY","FAIL TO YEILD RIGHT OF WAY FOR APPROACHING EMERGENCY VEH","FAIL TO YEILD RIGHT OF WAY FOR APPROACHING EMERGENCY VEH","Safe movement"
"WY","FAILED TO SIGNAL LANE CHANGE","FAILED TO SIGNAL LANE CHANGE","Safe movement"
"WY","FAILURE TO DECLARE PROPER GROSS WEIGHT WHEN REGISTERING","FAILURE TO DECLARE PROPER GROSS WEIGHT WHEN REGISTERING","Truck"
"WY","FAILURE TO DISPLAY VALID LICENSE PLATES, VALIDATION STICKERS","FAILURE TO DISPLAY VALID LICENSE PLATES, VALIDATION STICKERS","Registration/plates"
"WY","FAILURE TO NOTIFY CHANGE OF ADDRESS","FAILURE TO NOTIFY CHANGE OF ADDRESS","Paperwork"
"WY","FAILURE TO REGISTER WITH FMCSA TO OBTAIN A USDOT NUMBER","FAILURE TO REGISTER WITH FMCSA TO OBTAIN A USDOT NUMBER","Registration/plates"
"WY","FAILURE TO YIELD RIGHT OF WAY WHEN ENTERING FROM PRIVATE RD","FAILURE TO YIELD RIGHT OF WAY WHEN ENTERING FROM PRIVATE RD","Safe movement"
"WY","FALSE IDENTITY, CITIZENSHIP OR RESIDENT ALIEN DOCUMTS","FALSE IDENTITY, CITIZENSHIP OR RESIDENT ALIEN DOCUMTS","Paperwork"
"WY","FALSE RPT OF DRIVER'S RECORD OF DUTY STATUS","FALSE RPT OF DRIVER'S RECORD OF DUTY STATUS","Truck"
"WY","FALSE STATEMT TO PROCURE FISH LIC","FALSE STATEMT TO PROCURE FISH LIC","Paperwork"
"WY","FALSELY RPT CRIME","FALSELY RPT CRIME","Other"
"WY","FALSELY RPT EMERGENCY: DEATH RESULTS","FALSELY RPT EMERGENCY: DEATH RESULTS","Other"
"WY","FARM EQUIPMT: LAMPS","FARM EQUIPMT: LAMPS","Other"
"WY","FIFTH WHEEL","FIFTH WHEEL","Equipment"
"WY","FIGHT IN PUB","FIGHT IN PUB","Other"
"WY","FIGHT IN PUBLIC","FIGHT IN PUBLIC","Other"
"WY","FILLED TO MEET GEN PKG REQMTS","FILLED TO MEET GEN PKG REQMTS","Other"
"WY","FLARES REQ'D FOR CERTAIN VEHS","FLARES REQ'D FOR CERTAIN VEHS","Equipment"
"WY","FLASHING LIGHTS","FLASHING LIGHTS","Lights"
"WY","FLASHING SIGNALS: RED","FLASHING SIGNALS: RED","Stop sign/light"
"WY","FLASHING SIGNALS: YELLOW","FLASHING SIGNALS: YELLOW","Stop sign/light"
"WY","FLAT TIRE OR FABRIC EXPOSED","FLAT TIRE OR FABRIC EXPOSED","Equipment"
"WY","FLEE OR ATTEMPT TO ELUDE POLICE","FLEE OR ATTEMPT TO ELUDE POLICE","Other"
"WY","FOLLOW TOO CLOSELY","FOLLOW TOO CLOSELY","Safe movement"
"WY","FORGE/COUNTERFEIT OR W/O AUTH MARK, STAMP, TAG, LABEL, OTHER","FORGE/COUNTERFEIT OR W/O AUTH MARK, STAMP, TAG, LABEL, OTHER","Paperwork"
"WY","FORGERY","FORGERY","Paperwork"
"WY","FORM AND MANNER FOR LISTING CHANGES OF DUTY STATUS - LOCATIO","FORM AND MANNER FOR LISTING CHANGES OF DUTY STATUS - LOCATIO","Paperwork"
"WY","FRAME CRACKED, LOOSE, SAGGING, BROKEN","FRAME CRACKED, LOOSE, SAGGING, BROKEN","Equipment"
"WY","FRAUD OR MISUSE OF HANDICAP PERMIT","FRAUD OR MISUSE OF HANDICAP PERMIT","Paperwork"
"WY","FRAUDULENTLY OBTAIN ID CARD","FRAUDULENTLY OBTAIN ID CARD","Paperwork"
"WY","FREE OF OIL AND GREASE LEAKS","FREE OF OIL AND GREASE LEAKS","Other"
"WY","FUEL SYSTEM REQMTS","FUEL SYSTEM REQMTS","Equipment"
"WY","FUEL TANK FILL PIPE CAP MISSING (PASS CARRIER)","FUEL TANK FILL PIPE CAP MISSING (PASS CARRIER)","Equipment"
"WY","FUEL TANK FILL PIPE CAP MISSING","FUEL TANK FILL PIPE CAP MISSING","Equipment"
"WY","FUEL TANK REQMT VIOLATIONS","FUEL TANK REQMT VIOLATIONS","Equipment"
"WY","FUEL THEFT","FUEL THEFT","Other"
"WY","GARAGE OR REPAIR SHOP: RPT VEH STRUCK BY BULLET","GARAGE OR REPAIR SHOP: RPT VEH STRUCK BY BULLET","Other"
"WY","GIVE FALSE ACCIDENT INFO","GIVE FALSE ACCIDENT INFO","Other"
"WY","GLASS ON HIGHWAY FROM WRECKED VEHICLE","GLASS ON HIGHWAY FROM WRECKED VEHICLE","Other"
"WY","GLASS ON HWY FROM WRECKED VEH","GLASS ON HWY FROM WRECKED VEH","Other"
"WY","HANDLEBARS: HANDS OF RIDER LOWER THAN SHOULDER HEIGHT","HANDLEBARS: HANDS OF RIDER LOWER THAN SHOULDER HEIGHT","Equipment"
"WY","HANDLEBARS:HANDS OF RIDER LOWER THAN SHOULDER HEIGHT","HANDLEBARS:HANDS OF RIDER LOWER THAN SHOULDER HEIGHT","Other"
"WY","HEADLIGHTS: MOTOR VEH","HEADLIGHTS: MOTOR VEH","Lights"
"WY","HEADLIGHTS: MOTORCYCLE","HEADLIGHTS: MOTORCYCLE","Lights"
"WY","HEADLIGHTS: VISIBILITY DISTANCE & TIME REQMTS","HEADLIGHTS: VISIBILITY DISTANCE & TIME REQMTS","Lights"
"WY","HEADLIGHTS:MOTORCYCLE","HEADLIGHTS:MOTORCYCLE","Lights"
"WY","HEALTH & QUARANTINE REGS REQ`D","HEALTH & QUARANTINE REGS REQ`D","Paperwork"
"WY","HEAVIEST TOWED TRAILER FIRST (DAYTIME)","HEAVIEST TOWED TRAILER FIRST (DAYTIME)","Other"
"WY","HH GOODS CARRIER W/O OPERATING AUTHOR","HH GOODS CARRIER W/O OPERATING AUTHOR","Paperwork"
"WY","HM CARGO - FAIL TO STOP AT RR CROSSING","HM CARGO - FAIL TO STOP AT RR CROSSING","Safe movement"
"WY","HM NOT DISTINGUISHED FROM NON HM","HM NOT DISTINGUISHED FROM NON HM","Other"
"WY","HM VEH: NO TIRE EXAMINE","HM VEH: NO TIRE EXAMINE","Other"
"WY","HOMICIDE BY VEH","HOMICIDE BY VEH","Other"
"WY","HOOD NOT SECURELY FASTENED","HOOD NOT SECURELY FASTENED","Equipment"
"WY","HORN INOPERATIVE","HORN INOPERATIVE","Equipment"
"WY","HOUSEHOLD MEMBER","HOUSEHOLD MEMBER","Other"
"WY","HUNT, SHOOT OR KILL WILDLIFE FROM HWY","HUNT, SHOOT OR KILL WILDLIFE FROM HWY","Other"
"WY","ICE HOLD - IMMIGRATION AND CUSTOMS ENFORCEMENT","ICE HOLD - IMMIGRATION AND CUSTOMS ENFORCEMENT","Paperwork"
"WY","IDENTITY THEFT- UND $1000","IDENTITY THEFT- UND $1000","Other"
"WY","ILLEGALLY ENTER SPEC LEFT LANE","ILLEGALLY ENTER SPEC LEFT LANE","Safe movement"
"WY","ILLEGALLY USE ARTIFICIAL LIGHT FOR FISHING","ILLEGALLY USE ARTIFICIAL LIGHT FOR FISHING","Other"
"WY","IMPEDING TRAFFIC LEFT LANE OF INTERSTATE","IMPEDING TRAFFIC LEFT LANE OF INTERSTATE","Safe movement"
"WY","IMPORT DOMESTIC ANIMALS - 1ST OFFENSE","IMPORT DOMESTIC ANIMALS - 1ST OFFENSE","Other"
"WY","IMPROPER COUPLING DRIVEAWAY, TOWAWAY OPERATION","IMPROPER COUPLING DRIVEAWAY, TOWAWAY OPERATION","Other"
"WY","IMPROPER HAZARD CLASS","IMPROPER HAZARD CLASS","Other"
"WY","IMPROPER LAMP MOUNTING","IMPROPER LAMP MOUNTING","Lights"
"WY","IMPROPER MRK'G, SIZE, SHAPE","IMPROPER MRK'G, SIZE, SHAPE","Equipment"
"WY","IMPROPER PASSING","IMPROPER PASSING","Safe movement"
"WY","IMPROPER RESTRAINT, SECUREMT OF ITEM","IMPROPER RESTRAINT, SECUREMT OF ITEM","Equipment"
"WY","IMPROPER SAFETY CHAIN ATTACHMT","IMPROPER SAFETY CHAIN ATTACHMT","Equipment"
"WY","IMPROPER SECUREMT OF FUEL TANK","IMPROPER SECUREMT OF FUEL TANK","Equipment"
"WY","IMPROPER SECUREMT OF SYSTEM (TIEDOWN ASSEMBLIES)","IMPROPER SECUREMT OF SYSTEM (TIEDOWN ASSEMBLIES)","Equipment"
"WY","IMPROPER SECUREMT; CUBIC BOULDER","IMPROPER SECUREMT; CUBIC BOULDER","Equipment"
"WY","IMPROPER SHIPPING NAME DESCRIPTION","IMPROPER SHIPPING NAME DESCRIPTION","Paperwork"
"WY","IMPROPER SHIPPING NAME","IMPROPER SHIPPING NAME","Paperwork"
"WY","IMPROPER TURNS","IMPROPER TURNS","Safe movement"
"WY","IMPROPER USE OF CHILD RESTRAINT SYSTEM - 1ST OFFENSE","IMPROPER USE OF CHILD RESTRAINT SYSTEM - 1ST OFFENSE","Other"
"WY","IMPROPER USE OF CHILD RESTRAINT SYSTEM - 2ND OFFENSE","IMPROPER USE OF CHILD RESTRAINT SYSTEM - 2ND OFFENSE","Other"
"WY","IN POSSESSION OF ALCOHOL WHILE ON DUTY","IN POSSESSION OF ALCOHOL WHILE ON DUTY","Other"
"WY","INADEQUATE BRAKE SYSTEM ON A CMV","INADEQUATE BRAKE SYSTEM ON A CMV","Equipment"
"WY","INADEQUATE BRAKES FOR SAFE STOPPING","INADEQUATE BRAKES FOR SAFE STOPPING","Equipment"
"WY","INADEQUATE RESERVOIR FOR AIR/VACUUM BRAKES","INADEQUATE RESERVOIR FOR AIR/VACUUM BRAKES","Equipment"
"WY","INADEQUATE, DAMAGED SECUREMT DEVICE, SYSTEM","INADEQUATE, DAMAGED SECUREMT DEVICE, SYSTEM","Equipment"
"WY","INDIVIDUAL SELL OR DLVR TOBACCO TO UND 18 - 1ST OFFENSE","INDIVIDUAL SELL OR DLVR TOBACCO TO UND 18 - 1ST OFFENSE","Other"
"WY","INFLU JUROR, WITNESS OR OFFICER","INFLU JUROR, WITNESS OR OFFICER","Other"
"WY","INOPERABLE HEAD LAMPS","INOPERABLE HEAD LAMPS","Lights"
"WY","INOPERABLE REQ'D LAMP","INOPERABLE REQ'D LAMP","Lights"
"WY","INOPERABLE TAIL LAMP","INOPERABLE TAIL LAMP","Lights"
"WY","INOPERATIVE TURN SIGNAL","INOPERATIVE TURN SIGNAL","Lights"
"WY","INOPERATIVE, DEFECTIVE HAZARD WARNING LAMP","INOPERATIVE, DEFECTIVE HAZARD WARNING LAMP","Lights"
"WY","INOPERATIVE/DEFECTIVE BRAKES","INOPERATIVE/DEFECTIVE BRAKES","Equipment"
"WY","INSPECT BRANDS AT LVSTK DLVRY OR REMOVAL; CERT REQ'D","INSPECT BRANDS AT LVSTK DLVRY OR REMOVAL; CERT REQ'D","Other"
"WY","INSPECT, REPAIR & MAINTAIN PARTS & ACCESSORIES","INSPECT, REPAIR & MAINTAIN PARTS & ACCESSORIES","Equipment"
"WY","INSPECTION CERT; IN CARRIER`S POSSESSION","INSPECTION CERT; IN CARRIER`S POSSESSION","Paperwork"
"WY","INSTRUCTION PERMIT W/ LIC'D DRIVER 18 OR MORE YRS","INSTRUCTION PERMIT W/ LIC'D DRIVER 18 OR MORE YRS","License"
"WY","INSTRUCTION PERMIT W/ LIC`D DRIVER 18 OR MORE YRS","INSTRUCTION PERMIT W/ LIC`D DRIVER 18 OR MORE YRS","Paperwork"
"WY","INSUFFICIENT AGGREGATE WORKING LOAD LIMIT","INSUFFICIENT AGGREGATE WORKING LOAD LIMIT","Truck"
"WY","INSUFFICIENT BRAKE LININGS","INSUFFICIENT BRAKE LININGS","Equipment"
"WY","INSUFFICIENT BRAKING FORCE AS % OF GVW OR GCW","INSUFFICIENT BRAKING FORCE AS % OF GVW OR GCW","Equipment"
"WY","INSUFFICIENT MEANS TO PREVENT LONG. MOVEMT","INSUFFICIENT MEANS TO PREVENT LONG. MOVEMT","Equipment"
